Model,DPO2014,CH4
Firmware Version,1.39,
,,
Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1.00E-05,
Sample Interval,1.00E-09,
Filter Frequency,1.00E+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1000,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,500,2
Label,,
TIME,CH3,CH4
5.58E-05,-140,-0.0399999
5.58E-05,-120,-0.0399999
5.58E-05,-140,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-140,-0.0399999
5.58E-05,-120,0.0400001
5.58E-05,-120,-0.0399999
5.58E-05,-120,0.0400001
5.58E-05,-120,-0.0399999
5.58E-05,-120,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-140,-0.0399999
5.58E-05,-120,0.0400001
5.58E-05,-140,-0.0399999
5.58E-05,-140,0.0400001
5.58E-05,-160,-0.0399999
5.58E-05,-140,-0.0399999
5.58E-05,-140,-0.0399999
5.58E-05,-140,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-140,-0.0399999
5.58E-05,-140,0.0400001
5.58E-05,-140,-0.0399999
5.58E-05,-120,-0.0399999
5.58E-05,-120,-0.0399999
5.58E-05,-120,-0.0399999
5.58E-05,-140,-0.0399999
5.58E-05,-120,-0.0399999
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,-0.0399999
5.58E-05,-120,-0.0399999
5.58E-05,-120,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,-0.0399999
5.58E-05,-120,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-120,0.0400001
5.58E-05,-140,0.0400001
5.58E-05,-140,-0.0399999
5.58E-05,-140,-0.0399999
5.58E-05,-140,-0.0399999
5.58E-05,-140,-0.0399999
5.58E-05,-140,-0.0399999
5.58E-05,-140,-0.0399999
5.58E-05,-120,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-140,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-120,-0.0399999
5.59E-05,-120,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-140,-0.0399999
5.59E-05,-140,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-140,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-140,0.12
5.59E-05,-120,0.0400001
5.59E-05,-140,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-140,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-120,-0.0399999
5.59E-05,-120,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-140,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-120,-0.0399999
5.59E-05,-120,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-140,0.0400001
5.59E-05,-140,-0.0399999
5.59E-05,-140,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-140,0.0400001
5.59E-05,-140,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-140,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-100,-0.0399999
5.59E-05,-100,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-140,0.0400001
5.59E-05,-140,0.0400001
5.59E-05,-140,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-140,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-140,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-100,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-140,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-120,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.59E-05,-120,-0.0399999
5.59E-05,-120,0.0400001
5.59E-05,-120,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-100,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-100,0.0400001
5.60E-05,-100,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-140,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-140,-0.0399999
5.60E-05,-140,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-140,0.0400001
5.60E-05,-140,-0.0399999
5.60E-05,-140,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-120,0.0400001
5.60E-05,-100,0.0400001
5.60E-05,-100,0.0400001
5.60E-05,-100,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-120,-0.0399999
5.60E-05,-120,-0.0399999
5.60E-05,-120,-0.0399999
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-120,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-120,-0.0399999
5.60E-05,-120,-0.0399999
5.60E-05,-120,-0.0399999
5.60E-05,-120,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-100,-0.0399999
5.60E-05,-120,0.0400001
5.60E-05,-100,0.0400001
5.60E-05,-100,0.0400001
5.60E-05,-100,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-100,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-100,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-120,-0.0399999
5.60E-05,-120,0.0400001
5.60E-05,-120,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-140,0.0400001
5.60E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,-0.0399999
5.61E-05,-140,-0.0399999
5.61E-05,-120,-0.0399999
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,-0.0399999
5.61E-05,-120,0.0400001
5.61E-05,-120,-0.0399999
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,-0.0399999
5.61E-05,-140,-0.0399999
5.61E-05,-140,-0.0399999
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,-0.0399999
5.61E-05,-120,0.0400001
5.61E-05,-120,-0.0399999
5.61E-05,-120,0.0400001
5.61E-05,-120,-0.0399999
5.61E-05,-140,0.0400001
5.61E-05,-120,-0.0399999
5.61E-05,-140,-0.0399999
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,-0.0399999
5.61E-05,-120,0.0400001
5.61E-05,-120,-0.0399999
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,-0.0399999
5.61E-05,-120,-0.0399999
5.61E-05,-120,-0.0399999
5.61E-05,-120,0.0400001
5.61E-05,-120,-0.0399999
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-120,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,0.0400001
5.61E-05,-140,-0.0399999
5.61E-05,-140,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-100,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-140,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-140,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-140,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-140,-0.0399999
5.62E-05,-160,-0.0399999
5.62E-05,-140,0.0400001
5.62E-05,-140,-0.0399999
5.62E-05,-140,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-140,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-140,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-140,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-140,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-140,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-140,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-140,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-140,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-140,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-140,0.0400001
5.62E-05,-140,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-100,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-140,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-140,-0.0399999
5.62E-05,-140,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-140,-0.0399999
5.62E-05,-140,-0.0399999
5.62E-05,-140,-0.0399999
5.62E-05,-140,0.0400001
5.62E-05,-140,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-140,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-140,-0.0399999
5.62E-05,-120,0.0400001
5.62E-05,-140,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,0.0400001
5.62E-05,-120,-0.0399999
5.62E-05,-120,-0.0399999
5.62E-05,-100,-0.0399999
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-120,0.12
5.63E-05,-140,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,-0.0399999
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-100,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-140,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-120,0.0400001
5.63E-05,-120,-0.0399999
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-120,-0.0399999
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-140,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-140,-0.0399999
5.63E-05,-140,0.0400001
5.63E-05,-140,-0.0399999
5.63E-05,-140,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-140,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-120,-0.0399999
5.63E-05,-100,0.0400001
5.63E-05,-100,-0.0399999
5.63E-05,-120,0.0400001
5.63E-05,-100,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-100,-0.0399999
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-140,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.63E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-140,-0.0399999
5.64E-05,-120,-0.0399999
5.64E-05,-120,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-140,-0.0399999
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-140,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-120,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-140,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-140,-0.0399999
5.64E-05,-120,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-100,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-140,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-140,-0.0399999
5.64E-05,-140,-0.0399999
5.64E-05,-140,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-140,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-120,-0.0399999
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,-0.0399999
5.64E-05,-140,-0.0399999
5.64E-05,-120,-0.0399999
5.64E-05,-140,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-140,-0.0399999
5.64E-05,-120,-0.0399999
5.64E-05,-140,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-140,-0.0399999
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.64E-05,-120,0.0400001
5.65E-05,-120,-0.0399999
5.65E-05,-120,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-140,-0.0399999
5.65E-05,-140,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-140,-0.0399999
5.65E-05,-140,-0.0399999
5.65E-05,-140,-0.0399999
5.65E-05,-140,-0.0399999
5.65E-05,-120,-0.0399999
5.65E-05,-140,-0.0399999
5.65E-05,-120,-0.0399999
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-140,-0.0399999
5.65E-05,-140,-0.0399999
5.65E-05,-140,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-140,-0.0399999
5.65E-05,-140,-0.0399999
5.65E-05,-140,-0.0399999
5.65E-05,-120,0.0400001
5.65E-05,-100,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,-0.0399999
5.65E-05,-120,0.0400001
5.65E-05,-120,-0.0399999
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-140,-0.0399999
5.65E-05,-140,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-100,-0.0399999
5.65E-05,-120,0.0400001
5.65E-05,-120,-0.0399999
5.65E-05,-120,0.0400001
5.65E-05,-120,-0.0399999
5.65E-05,-120,0.0400001
5.65E-05,-120,-0.0399999
5.65E-05,-120,-0.0399999
5.65E-05,-120,-0.0399999
5.65E-05,-120,0.0400001
5.65E-05,-120,-0.0399999
5.65E-05,-140,0.0400001
5.65E-05,-120,-0.0399999
5.65E-05,-140,0.0400001
5.65E-05,-140,-0.0399999
5.65E-05,-140,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-160,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,-0.0399999
5.65E-05,-120,-0.0399999
5.65E-05,-140,-0.0399999
5.65E-05,-120,-0.0399999
5.65E-05,-140,-0.0399999
5.65E-05,-120,-0.0399999
5.65E-05,-140,-0.0399999
5.65E-05,-140,0.0400001
5.65E-05,-160,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-140,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.65E-05,-120,0.0400001
5.66E-05,-140,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-100,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-100,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-100,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-140,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-140,-0.0399999
5.66E-05,-140,0.0400001
5.66E-05,-140,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-100,0.0400001
5.66E-05,-140,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-140,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-140,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-140,-0.0399999
5.66E-05,-140,-0.0399999
5.66E-05,-140,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-140,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-140,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-140,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-100,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-120,-0.0399999
