Model,DPO2014,CH4
Firmware Version,1.39,
,,
Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1.00E-05,
Sample Interval,1.00E-09,
Filter Frequency,1.00E+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1000,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,500,2
Label,,
TIME,CH3,CH4
5.66E-05,-120,-0.0399999
5.66E-05,-120,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-100,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-140,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-140,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-140,0.0400001
5.66E-05,-120,-0.0399999
5.66E-05,-140,-0.0399999
5.66E-05,-100,-0.0399999
5.66E-05,-120,0.0400001
5.66E-05,-100,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-100,0.0400001
5.66E-05,-120,0.0400001
5.66E-05,-100,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-140,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-140,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-140,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-140,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-140,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-140,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-140,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-140,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-140,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-140,-0.0399999
5.67E-05,-140,0.0400001
5.67E-05,-140,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-140,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-120,-0.0399999
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-140,-0.0399999
5.67E-05,-140,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,-0.0399999
5.67E-05,-140,0.0400001
5.67E-05,-140,-0.0399999
5.67E-05,-140,0.0400001
5.67E-05,-140,0.0400001
5.67E-05,-120,0.0400001
5.67E-05,-120,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,-0.0399999
5.68E-05,-140,0.0400001
5.68E-05,-140,-0.0399999
5.68E-05,-140,-0.0399999
5.68E-05,-140,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-140,-0.0399999
5.68E-05,-120,0.0400001
5.68E-05,-140,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-140,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,0.0400001
5.68E-05,-120,-0.0399999
5.68E-05,-120,0.0400001
5.68E-05,-120,-0.0399999
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-120,-0.0399999
5.68E-05,-120,0.0400001
5.68E-05,-120,-0.0399999
5.68E-05,-120,0.0400001
5.68E-05,-120,-0.0399999
5.68E-05,-140,0.0400001
5.68E-05,-140,-0.0399999
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,-0.0399999
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-120,-0.0399999
5.68E-05,-140,0.0400001
5.68E-05,-120,-0.0399999
5.68E-05,-140,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-140,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-140,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-120,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-140,0.0400001
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-140,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,0.0400001
5.68E-05,-120,-0.0399999
5.68E-05,-120,0.0400001
5.68E-05,-100,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-100,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.68E-05,-120,-0.0399999
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,-0.0399999
5.69E-05,-120,-0.0399999
5.69E-05,-120,-0.0399999
5.69E-05,-120,-0.0399999
5.69E-05,-140,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,-0.0399999
5.69E-05,-120,0.0400001
5.69E-05,-140,-0.0399999
5.69E-05,-120,0.0400001
5.69E-05,-140,-0.0399999
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-100,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,-0.0399999
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,-0.0399999
5.69E-05,-140,0.0400001
5.69E-05,-120,-0.0399999
5.69E-05,-140,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-140,-0.0399999
5.69E-05,-120,-0.0399999
5.69E-05,-140,-0.0399999
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,-0.0399999
5.69E-05,-120,0.0400001
5.69E-05,-120,-0.0399999
5.69E-05,-120,0.0400001
5.69E-05,-120,-0.0399999
5.69E-05,-120,0.0400001
5.69E-05,-120,-0.0399999
5.69E-05,-120,-0.0399999
5.69E-05,-140,-0.0399999
5.69E-05,-140,-0.0399999
5.69E-05,-140,-0.0399999
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,-0.0399999
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-100,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-100,-0.0399999
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-120,0.0400001
5.69E-05,-140,0.0400001
5.69E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-140,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-140,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-140,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-140,0.0400001
5.70E-05,-140,0.0400001
5.70E-05,-140,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-100,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-140,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-140,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-140,-0.0399999
5.70E-05,-140,-0.0399999
5.70E-05,-140,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-100,0.0400001
5.70E-05,-120,-0.0399999
5.70E-05,-120,-0.0399999
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-120,0.0400001
5.70E-05,-140,0.0400001
5.70E-05,-140,0.0400001
5.71E-05,-140,-0.0399999
5.71E-05,-140,0.0400001
5.71E-05,-140,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-100,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-100,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-100,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-140,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-140,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-100,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-100,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-100,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-140,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-100,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-100,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-100,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-140,0.0400001
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-140,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-140,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-120,0.0400001
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.71E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,0.0400001
5.72E-05,-140,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-140,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-140,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,-0.0399999
5.72E-05,-120,0.0400001
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-140,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-140,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,-0.0399999
5.72E-05,-120,0.0400001
5.72E-05,-100,0.0400001
5.72E-05,-100,0.0400001
5.72E-05,-100,-0.0399999
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,-0.0399999
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-140,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-100,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-140,0.0400001
5.72E-05,-120,-0.0399999
5.72E-05,-120,0.0400001
5.72E-05,-120,-0.0399999
5.72E-05,-140,0.0400001
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-140,0.0400001
5.72E-05,-140,-0.0399999
5.72E-05,-140,0.0400001
5.72E-05,-140,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,0.0400001
5.72E-05,-140,0.0400001
5.72E-05,-140,0.0400001
5.72E-05,-140,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,-0.0399999
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-100,0.0400001
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,-0.0399999
5.72E-05,-120,0.0400001
5.72E-05,-120,-0.0399999
5.72E-05,-140,0.0400001
5.72E-05,-120,0.0400001
5.72E-05,-140,0.0400001
5.72E-05,-120,-0.0399999
5.72E-05,-140,-0.0399999
5.72E-05,-140,-0.0399999
5.72E-05,-140,-0.0399999
5.72E-05,-140,0.0400001
5.72E-05,-140,-0.0399999
5.72E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-140,-0.0399999
5.73E-05,-140,-0.0399999
5.73E-05,-120,-0.0399999
5.73E-05,-120,-0.0399999
5.73E-05,-120,-0.0399999
5.73E-05,-120,-0.0399999
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-100,-0.0399999
5.73E-05,-120,0.0400001
5.73E-05,-120,-0.0399999
5.73E-05,-120,0.0400001
5.73E-05,-120,0.12
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-120,-0.0399999
5.73E-05,-120,0.0400001
5.73E-05,-120,-0.0399999
5.73E-05,-140,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-140,-0.0399999
5.73E-05,-140,0.0400001
5.73E-05,-140,-0.0399999
5.73E-05,-120,0.0400001
5.73E-05,-120,-0.0399999
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-100,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,-0.0399999
5.73E-05,-120,0.0400001
5.73E-05,-120,-0.0399999
5.73E-05,-120,-0.0399999
5.73E-05,-120,-0.0399999
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-100,-0.0399999
5.73E-05,-100,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-120,-0.0399999
5.73E-05,-120,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-120,0.0400001
5.73E-05,-140,0.0400001
5.73E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-120,0.0400001
5.74E-05,-100,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-100,-0.0399999
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-100,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-100,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-100,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-140,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,0.0400001
5.74E-05,-100,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-140,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-140,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-140,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-140,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-120,-0.0399999
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-140,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-140,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-120,0.0400001
5.74E-05,-140,0.0400001
5.74E-05,-120,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-140,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-140,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-140,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-120,0.0400001
5.75E-05,-120,-0.0399999
5.75E-05,-120,0.0400001
